,Contracting Agency Name,Date Signed,Est. Ultimate Completion Date,Product or Service Description,Vendor Address State Name,National Interest Action,Action Obligation
152,FOREST SERVICE,2018-06-01,2018-06-30,NATURAL RESOURCES/CONSERVATION- FOREST-RANGE FIRE SUPPRESSION/PRESUPPRESSION,PUERTO RICO,HURRICANE MARIA 2017,30472.32
153,FOREST SERVICE,2018-07-01,2018-07-31,NATURAL RESOURCES/CONSERVATION- FOREST-RANGE FIRE SUPPRESSION/PRESUPPRESSION,PUERTO RICO,HURRICANE MARIA 2017,28553.4
154,FOREST SERVICE,2018-07-01,2018-07-31,NATURAL RESOURCES/CONSERVATION- FOREST-RANGE FIRE SUPPRESSION/PRESUPPRESSION,PUERTO RICO,HURRICANE MARIA 2017,28553.4
155,FOREST SERVICE,2018-02-05,2018-03-02,OFFICE FURNITURE,PUERTO RICO,HURRICANE MARIA 2017,20890.0
159,FOREST SERVICE,2018-04-11,2018-04-30,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,PUERTO RICO,HURRICANE MARIA 2017,37170.0
160,FOREST SERVICE,2018-07-13,2018-08-31,REPAIR OR ALTERATION OF OFFICE BUILDINGS,PUERTO RICO,HURRICANE MARIA 2017,122678.0
161,FOREST SERVICE,2018-08-07,2018-10-31,REPAIR OR ALTERATION OF OFFICE BUILDINGS,PUERTO RICO,HURRICANE MARIA 2017,32215.87
162,FOREST SERVICE,2018-09-12,2018-10-31,REPAIR OR ALTERATION OF OFFICE BUILDINGS,PUERTO RICO,HURRICANE MARIA 2017,2499.0
163,FOREST SERVICE,2018-05-02,2018-05-02,INSTALLATION OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,PUERTO RICO,HURRICANE MARIA 2017,6843.47
164,FOREST SERVICE,2018-07-04,2018-08-31,INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,PUERTO RICO,HURRICANE MARIA 2017,6843.47
165,FOREST SERVICE,2018-01-28,2018-01-28,LUMBER AND RELATED BASIC WOOD MATERIALS,PUERTO RICO,HURRICANE MARIA 2017,7189.0
166,FOREST SERVICE,2018-02-17,2018-02-17,LUMBER AND RELATED BASIC WOOD MATERIALS,PUERTO RICO,HURRICANE MARIA 2017,5556.0
167,FOREST SERVICE,2018-01-28,2018-01-28,LUMBER AND RELATED BASIC WOOD MATERIALS,PUERTO RICO,HURRICANE MARIA 2017,3825.0
168,FOREST SERVICE,2018-02-13,2018-02-13,TRAILERS,PUERTO RICO,HURRICANE MARIA 2017,12632.14
169,FOREST SERVICE,2018-02-15,2018-02-15,NATURAL RESOURCES/CONSERVATION- OTHER FOREST/RANGE IMPROVEMENTS (NON-CONSTRUCTION),PUERTO RICO,HURRICANE MARIA 2017,3690.0
170,FOREST SERVICE,2018-02-26,2018-02-26,"PIPE, TUBE AND RIGID TUBING",DISTRICT OF COLUMBIA,HURRICANE MARIA 2017,8702.25
171,FOREST SERVICE,2018-02-28,2018-02-28,NATURAL RESOURCES/CONSERVATION- OTHER FOREST/RANGE IMPROVEMENTS (NON-CONSTRUCTION),PUERTO RICO,HURRICANE MARIA 2017,3690.0
172,FOREST SERVICE,2018-02-27,2018-02-27,TRAILERS,PUERTO RICO,HURRICANE MARIA 2017,6316.07
173,FOREST SERVICE,2018-02-05,2018-03-02,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,PUERTO RICO,HURRICANE MARIA 2017,19250.0
175,FOREST SERVICE,2018-02-09,2018-06-30,HOUSEKEEPING- CUSTODIAL JANITORIAL,PUERTO RICO,HURRICANE MARIA 2017,8165.05
176,FOREST SERVICE,2018-04-23,2018-09-30,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),MAINE,HURRICANE MARIA 2017,22500.0
177,FOREST SERVICE,2018-04-27,2018-05-18,NATURAL RESOURCES/CONSERVATION- OTHER WILDLIFE MANAGEMENT,PUERTO RICO,HURRICANE MARIA 2017,24500.0
178,FOREST SERVICE,2018-04-27,2018-06-29,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING,PUERTO RICO,HURRICANE MARIA 2017,6000.0
179,FOREST SERVICE,2018-04-27,2018-05-18,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING,PUERTO RICO,HURRICANE MARIA 2017,24000.0
180,FOREST SERVICE,2018-07-02,2018-07-27,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),PUERTO RICO,HURRICANE MARIA 2017,13865.0
181,FOREST SERVICE,2018-05-15,2019-06-30,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,MARYLAND,HURRICANE MARIA 2017,453112.89
182,FOREST SERVICE,2018-06-29,2019-10-01,R&D- NATURAL RESOURCE: OTHER (BASIC RESEARCH),PUERTO RICO,HURRICANE MARIA 2017,114502.0
183,FOREST SERVICE,2018-07-10,2018-08-24,REPAIR OR ALTERATION OF LABORATORIES AND CLINICS,PUERTO RICO,HURRICANE MARIA 2017,10250.0
184,FOREST SERVICE,2018-07-20,2020-07-22,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),PUERTO RICO,HURRICANE MARIA 2017,60000.0
185,FOREST SERVICE,2018-07-20,2019-07-19,"TECHNICAL REPRESENTATIVE- LUMBER, MILLWORK, PLYWOOD, AND VENEER",PUERTO RICO,HURRICANE MARIA 2017,20000.0
186,FOREST SERVICE,2018-09-07,2019-07-19,"TECHNICAL REPRESENTATIVE- LUMBER, MILLWORK, PLYWOOD, AND VENEER",PUERTO RICO,HURRICANE MARIA 2017,56800.0
187,FOREST SERVICE,2018-08-23,2018-09-28,OTHER ENVIRONMENTAL SERVICES,PUERTO RICO,HURRICANE MARIA 2017,75496.0
188,FOREST SERVICE,2018-08-23,2018-10-31,OTHER ENVIRONMENTAL SERVICES,PUERTO RICO,HURRICANE MARIA 2017,75496.0
189,FOREST SERVICE,2018-09-13,2019-01-31,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),VIRGIN ISLANDS OF THE U.S.,HURRICANE MARIA 2017,25000.0
190,FOREST SERVICE,2018-09-17,2019-09-20,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (MANAGEMENT/SUPPORT),PUERTO RICO,HURRICANE MARIA 2017,18000.0
191,FOREST SERVICE,2018-09-21,2019-09-30,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,PUERTO RICO,HURRICANE MARIA 2017,52500.0
192,FOREST SERVICE,2017-10-26,2018-06-07,LEASE OR RENTAL OF EQUIPMENT- TOILETRIES,PUERTO RICO,HURRICANE MARIA 2017,92327.0
193,FOREST SERVICE,2017-12-21,2018-02-28,"ARCHITECT AND ENGINEERING- GENERAL: ENGINEERING DRAFTING, NOT CAD/CAM",PUERTO RICO,HURRICANE MARIA 2017,13830.0
194,FOREST SERVICE,2017-12-29,2018-02-28,"ARCHITECT AND ENGINEERING- GENERAL: ENGINEERING DRAFTING, NOT CAD/CAM",PUERTO RICO,HURRICANE MARIA 2017,13230.0
195,FOREST SERVICE,2018-05-21,2020-06-30,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING",CALIFORNIA,HURRICANE MARIA 2017,158471.2
196,FOREST SERVICE,2017-12-29,2018-02-02,METEOROLOGICAL INSTRUMENTS AND APPARATUS,UTAH,HURRICANE MARIA 2017,23122.55
197,FOREST SERVICE,2018-02-23,2018-03-09,"GENERATORS AND GENERATOR SETS, ELECTRICAL",PUERTO RICO,HURRICANE MARIA 2017,50750.0
198,FOREST SERVICE,2018-04-03,2018-05-03,LABORATORY EQUIPMENT AND SUPPLIES,MICHIGAN,HURRICANE MARIA 2017,4953.99
200,FOREST SERVICE,2018-08-29,2018-05-03,LABORATORY EQUIPMENT AND SUPPLIES,MICHIGAN,HURRICANE MARIA 2017,-4953.99
201,FOREST SERVICE,2018-04-30,2018-05-30,"DRAFTING, SURVEYING, AND MAPPING INSTRUMENTS",MISSISSIPPI,HURRICANE MARIA 2017,7710.43
202,NATURAL RESOURCES CONSERVATION SERVICE,2018-05-22,2018-06-01,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,446000.0
203,NATURAL RESOURCES CONSERVATION SERVICE,2018-05-30,2018-06-09,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,-446000.0
204,NATURAL RESOURCES CONSERVATION SERVICE,2018-05-22,2018-06-01,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,455065.0
205,NATURAL RESOURCES CONSERVATION SERVICE,2018-05-31,2018-06-11,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,105076.9
206,NATURAL RESOURCES CONSERVATION SERVICE,2018-06-06,2018-06-16,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,467225.55
208,NATURAL RESOURCES CONSERVATION SERVICE,2018-06-21,2018-06-26,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,92741.41
209,NATURAL RESOURCES CONSERVATION SERVICE,2018-06-01,2018-06-11,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,285634.0
210,NATURAL RESOURCES CONSERVATION SERVICE,2018-05-22,2018-06-01,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,465515.0
211,NATURAL RESOURCES CONSERVATION SERVICE,2018-05-31,2018-06-11,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,-231676.0
212,NATURAL RESOURCES CONSERVATION SERVICE,2018-06-05,2018-06-15,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,491922.93
214,NATURAL RESOURCES CONSERVATION SERVICE,2018-08-08,2018-08-18,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,239408.6
216,NATURAL RESOURCES CONSERVATION SERVICE,2018-08-09,2018-08-19,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,193600.0
218,NATURAL RESOURCES CONSERVATION SERVICE,2018-08-23,2018-09-02,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,564603.0
220,NATURAL RESOURCES CONSERVATION SERVICE,2018-08-23,2018-09-02,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,183075.69
222,NATURAL RESOURCES CONSERVATION SERVICE,2018-09-07,2018-09-20,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,170649.48
224,NATURAL RESOURCES CONSERVATION SERVICE,2018-09-24,2018-10-04,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,247219.5
225,NATURAL RESOURCES CONSERVATION SERVICE,2018-09-26,2018-10-06,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),PUERTO RICO,HURRICANE MARIA 2017,250270.46
226,NATURAL RESOURCES CONSERVATION SERVICE,2017-10-06,2017-10-16,"GENERATORS AND GENERATOR SETS, ELECTRICAL",FLORIDA,HURRICANE MARIA 2017,53465.28
227,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,2018-08-16,2020-01-31,ARCHITECT AND ENGINEERING- GENERAL: OTHER,VIRGINIA,HURRICANE MARIA 2017,3091446.0
228,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,2018-08-08,2020-08-10,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),COLORADO,HURRICANE MARIA 2017,123986.0
229,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,2018-08-17,2019-07-31,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,MASSACHUSETTS,HURRICANE MARIA 2017,183450.0
231,FEDERAL ACQUISITION SERVICE,2017-09-28,2018-01-26,"LEASE OR RENTAL OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",MISSOURI,HURRICANE MARIA 2017,1045072.96
232,US GEOLOGICAL SURVEY,2017-12-22,2018-01-31,MAINT/REPAIR/REBUILD OF EQUIPMENT- MISCELLANEOUS,PUERTO RICO,HURRICANE MARIA 2017,16800.0
233,US GEOLOGICAL SURVEY,2017-12-22,2018-01-31,MAINT/REPAIR/REBUILD OF EQUIPMENT- MISCELLANEOUS,PUERTO RICO,HURRICANE MARIA 2017,13200.0
234,US GEOLOGICAL SURVEY,2018-08-23,2020-03-31,ARCHITECT AND ENGINEERING- GENERAL: OTHER,VIRGINIA,HURRICANE MARIA 2017,-150000.0
238,US GEOLOGICAL SURVEY,2018-06-28,2021-07-17,GEOPHYSICAL INSTRUMENTS,COLORADO,HURRICANE MARIA 2017,778483.0
239,US GEOLOGICAL SURVEY,2018-06-28,2021-04-04,GEOPHYSICAL INSTRUMENTS,CALIFORNIA,HURRICANE MARIA 2017,1008023.0
240,US GEOLOGICAL SURVEY,2018-09-14,2021-06-30,ARCHITECT AND ENGINEERING- GENERAL: OTHER,MARYLAND,HURRICANE MARIA 2017,2438846.28
242,NATIONAL PARK SERVICE,2018-05-09,2018-10-12,REPAIR OR ALTERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,FLORIDA,HURRICANE MARIA 2017,68154.38
245,NATIONAL PARK SERVICE,2018-08-16,2018-11-30,REPAIR OR ALTERATION OF MISCELLANEOUS BUILDINGS,FLORIDA,HURRICANE MARIA 2017,26340.0
246,NATIONAL PARK SERVICE,2017-11-14,2017-12-30,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: OTHER,VIRGIN ISLANDS OF THE U.S.,HURRICANE MARIA 2017,30000.0
247,NATIONAL PARK SERVICE,2018-01-10,2018-01-31,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: OTHER,VIRGIN ISLANDS OF THE U.S.,HURRICANE MARIA 2017,9000.0
248,NATIONAL PARK SERVICE,2017-11-14,2018-09-30,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",VIRGIN ISLANDS OF THE U.S.,HURRICANE MARIA 2017,20100.0
249,NATIONAL PARK SERVICE,2017-11-22,2018-09-30,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: OTHER,VIRGIN ISLANDS OF THE U.S.,HURRICANE MARIA 2017,20640.0
250,NATIONAL PARK SERVICE,2017-11-24,2018-01-30,BUOYS,WISCONSIN,HURRICANE MARIA 2017,6245.0
251,NATIONAL PARK SERVICE,2017-11-29,2018-01-30,"FIBER ROPE, CORDAGE, AND TWINE",FLORIDA,HURRICANE MARIA 2017,5230.4
252,NATIONAL PARK SERVICE,2017-11-30,2018-02-28,BUOYS,CONNECTICUT,HURRICANE MARIA 2017,31540.0
253,NATIONAL PARK SERVICE,2017-12-01,2017-12-31,"LEASE OR RENTAL OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",VIRGIN ISLANDS OF THE U.S.,HURRICANE MARIA 2017,93400.0
255,NATIONAL PARK SERVICE,2018-03-23,2018-09-30,"LEASE OR RENTAL OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",VIRGIN ISLANDS OF THE U.S.,HURRICANE MARIA 2017,13000.0
256,NATIONAL PARK SERVICE,2017-12-05,2018-01-30,"FIBER ROPE, CORDAGE, AND TWINE",FLORIDA,HURRICANE MARIA 2017,11535.5
257,NATIONAL PARK SERVICE,2017-12-15,2018-01-30,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: OTHER,VIRGIN ISLANDS OF THE U.S.,HURRICANE MARIA 2017,8840.0
258,NATIONAL PARK SERVICE,2018-03-14,2018-05-25,"MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",VIRGIN ISLANDS OF THE U.S.,HURRICANE MARIA 2017,20400.0
259,NATIONAL PARK SERVICE,2018-03-22,2018-04-10,HOUSEKEEPING- CUSTODIAL JANITORIAL,VIRGIN ISLANDS OF THE U.S.,HURRICANE MARIA 2017,6880.0
260,NATIONAL PARK SERVICE,2018-04-17,2018-05-15,"BEVERAGES, NONALCOHOLIC",VIRGIN ISLANDS OF THE U.S.,HURRICANE MARIA 2017,11350.0
261,NATIONAL PARK SERVICE,2018-04-11,2018-04-27,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: OTHER,VIRGIN ISLANDS OF THE U.S.,HURRICANE MARIA 2017,9295.0
263,NATIONAL PARK SERVICE,2018-07-26,2018-08-10,MAINTENANCE OF OTHER NON-BUILDING FACILITIES,FLORIDA,HURRICANE MARIA 2017,14800.0
264,ATF ACQUISITION AND PROPERTY MGMT DIV,2017-10-12,2017-10-12,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PASSENGER AIR CHARTER,NEW HAMPSHIRE,HURRICANE MARIA 2017,79600.0
265,ATF ACQUISITION AND PROPERTY MGMT DIV,2017-10-16,2017-10-16,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PASSENGER AIR CHARTER,NEW MEXICO,HURRICANE MARIA 2017,189896.0
266,ATF ACQUISITION AND PROPERTY MGMT DIV,2017-10-20,2017-10-23,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PASSENGER AIR CHARTER,NEW MEXICO,HURRICANE MARIA 2017,165208.0
267,ATF ACQUISITION AND PROPERTY MGMT DIV,2017-10-25,2017-10-24,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PASSENGER AIR CHARTER,NEW MEXICO,HURRICANE MARIA 2017,97985.0
268,ATF ACQUISITION AND PROPERTY MGMT DIV,2017-10-26,2017-10-26,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PASSENGER AIR CHARTER,NEW HAMPSHIRE,HURRICANE MARIA 2017,79996.0
269,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2018-02-01,2018-02-15,MEDICAL- GENERAL HEALTH CARE,TEXAS,HURRICANE MARIA 2017,1785.0
270,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2018-08-10,2018-12-09,ARCHITECT AND ENGINEERING- GENERAL: OTHER,GEORGIA,HURRICANE MARIA 2017,148884.17
271,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2018-07-30,2018-07-31,DRUGS AND BIOLOGICALS,CALIFORNIA,HURRICANE MARIA 2017,1696.65
272,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2018-08-16,2018-09-30,"FENCING, FENCES, GATES AND COMPONENTS",ILLINOIS,HURRICANE MARIA 2017,12593.5
273,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2018-05-15,2018-06-30,REFRIGERATION AND AIR CONDITIONING COMPONENTS,PUERTO RICO,HURRICANE MARIA 2017,45700.0
274,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2018-08-28,2018-09-30,REFRIGERATION AND AIR CONDITIONING COMPONENTS,MICHIGAN,HURRICANE MARIA 2017,28584.0
275,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2018-06-22,2018-06-22,WASTE DISPOSAL EQUIPMENT,ILLINOIS,HURRICANE MARIA 2017,6504.24
276,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2018-01-11,2018-03-31,"BOXES, CARTONS, AND CRATES",PUERTO RICO,HURRICANE MARIA 2017,5625.0
277,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2018-05-11,2018-09-30,REFRIGERATION AND AIR CONDITIONING COMPONENTS,PUERTO RICO,HURRICANE MARIA 2017,45700.0
278,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2018-05-15,2018-05-15,REFRIGERATION AND AIR CONDITIONING COMPONENTS,PUERTO RICO,HURRICANE MARIA 2017,-45700.0
279,DRUG ENFORCEMENT ADMINISTRATION,2018-01-12,2018-09-27,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,FLORIDA,HURRICANE MARIA 2017,7200.0
280,FEDERAL BUREAU OF INVESTIGATION,2017-10-30,2017-11-06,MISCELLANEOUS ELECTRIC POWER AND DISTRIBUTION EQUIPMENT,GEORGIA,HURRICANE MARIA 2017,15745.0
281,FEDERAL BUREAU OF INVESTIGATION,2017-10-30,2017-10-30,MISCELLANEOUS ELECTRIC POWER AND DISTRIBUTION EQUIPMENT,PUERTO RICO,HURRICANE MARIA 2017,24580.0
282,FEDERAL BUREAU OF INVESTIGATION,2017-11-14,2017-11-22,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MOTOR CHARTER,FLORIDA,HURRICANE MARIA 2017,25000.0
283,FEDERAL BUREAU OF INVESTIGATION,2018-09-21,2018-10-31,VIDEO RECORDING AND REPRODUCING EQUIPMENT,VIRGINIA,HURRICANE MARIA 2017,202880.0
284,FEDERAL BUREAU OF INVESTIGATION,2018-03-28,2018-09-30,"LEASE OR RENTAL OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",MISSOURI,HURRICANE MARIA 2017,52983.87
286,FEDERAL BUREAU OF INVESTIGATION,2018-02-14,2018-09-30,"FOOD, OILS AND FATS",VIRGINIA,HURRICANE MARIA 2017,59818.0
287,FEDERAL BUREAU OF INVESTIGATION,2018-02-14,2018-09-30,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,MISSOURI,HURRICANE MARIA 2017,42725.76
288,FEDERAL BUREAU OF INVESTIGATION,2018-09-20,2018-10-31,ELECTRICAL HARDWARE AND SUPPLIES,MARYLAND,HURRICANE MARIA 2017,96050.45
289,EMPLOYMENT AND TRAINING ADMINISTRATION,2018-03-15,2018-12-31,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,PUERTO RICO,HURRICANE MARIA 2017,43879.28
290,EMPLOYMENT AND TRAINING ADMINISTRATION,2018-05-02,2018-09-26,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,PUERTO RICO,HURRICANE MARIA 2017,51625.0
291,EMPLOYMENT AND TRAINING ADMINISTRATION,2018-09-21,2018-11-30,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,PUERTO RICO,HURRICANE MARIA 2017,-24099.64
292,EMPLOYMENT AND TRAINING ADMINISTRATION,2018-06-22,2018-12-31,TENTS AND TARPAULINS,PUERTO RICO,HURRICANE MARIA 2017,24500.6
293,INTERNAL REVENUE SERVICE,2017-11-15,2018-12-05,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,PUERTO RICO,HURRICANE MARIA 2017,1880.0
294,SOCIAL SECURITY ADMINISTRATION,2017-10-27,2018-11-14,INFORMATION TECHNOLOGY COMPONENTS,VIRGINIA,HURRICANE MARIA 2017,271069.8
295,SOCIAL SECURITY ADMINISTRATION,2017-12-04,2018-04-05,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,TEXAS,HURRICANE MARIA 2017,38613.01
296,SOCIAL SECURITY ADMINISTRATION,2018-03-16,2018-04-15,OFFICE FURNITURE,MICHIGAN,HURRICANE MARIA 2017,14295.71
297,SOCIAL SECURITY ADMINISTRATION,2018-05-07,2018-05-12,OFFICE FURNITURE,MICHIGAN,HURRICANE MARIA 2017,8803.21
299,"VETERANS AFFAIRS, DEPARTMENT OF",2017-10-10,2018-05-25,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: OTHER,PUERTO RICO,HURRICANE MARIA 2017,35587.5
300,"VETERANS AFFAIRS, DEPARTMENT OF",2017-09-30,2017-12-31,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,PUERTO RICO,HURRICANE MARIA 2017,90500.0
301,"VETERANS AFFAIRS, DEPARTMENT OF",2017-12-08,2017-12-31,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,PUERTO RICO,HURRICANE MARIA 2017,65193.55
302,"VETERANS AFFAIRS, DEPARTMENT OF",2017-10-12,2017-12-31,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AMBULANCE,PUERTO RICO,HURRICANE MARIA 2017,93960.0
303,"VETERANS AFFAIRS, DEPARTMENT OF",2017-11-01,2017-12-31,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AMBULANCE,PUERTO RICO,HURRICANE MARIA 2017,97200.0
304,"VETERANS AFFAIRS, DEPARTMENT OF",2017-11-21,2017-12-31,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AMBULANCE,PUERTO RICO,HURRICANE MARIA 2017,100440.0
305,"VETERANS AFFAIRS, DEPARTMENT OF",2017-10-01,2018-09-30,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: MOTOR PASSENGER,PUERTO RICO,HURRICANE MARIA 2017,175000.0
306,"VETERANS AFFAIRS, DEPARTMENT OF",2017-10-19,2017-11-20,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",PUERTO RICO,HURRICANE MARIA 2017,5891.02
307,"VETERANS AFFAIRS, DEPARTMENT OF",2018-06-27,2018-09-30,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,PUERTO RICO,HURRICANE MARIA 2017,109940.0
310,"VETERANS AFFAIRS, DEPARTMENT OF",2017-10-05,2017-11-19,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR CHARTER,NEW MEXICO,HURRICANE MARIA 2017,168808.0
311,"VETERANS AFFAIRS, DEPARTMENT OF",2017-10-13,2017-11-19,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR CHARTER,NEW MEXICO,HURRICANE MARIA 2017,84404.0
312,"VETERANS AFFAIRS, DEPARTMENT OF",2017-10-19,2017-10-31,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR CHARTER,NEW MEXICO,HURRICANE MARIA 2017,168808.0
313,"VETERANS AFFAIRS, DEPARTMENT OF",2017-10-26,2017-11-06,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR CHARTER,NEW MEXICO,HURRICANE MARIA 2017,253212.0
